1,0.015921,-1.020652,0.021228,2.178750,-60.759998,-1.137500,511342868
2,-0.001220,-1.002108,0.021472,0.822500,-61.057499,-1.251250,511343364
3,-0.021350,-1.011563,-0.012200,1.181250,-61.057499,-1.251250,511343860
4,-0.029158,-1.000278,0.035563,0.743750,-60.392502,-1.146250,511344356
6666
1,0.008357,-1.021506,0.021777,2.240000,-60.322498,-1.076250,511349534
2,-0.008174,-1.007354,0.023546,1.093750,-60.777500,-1.435000,511350030
3,-0.022692,-1.015711,-0.006283,1.435000,-60.803749,-1.242500,511350527
4,-0.022997,-1.005524,0.037332,0.770000,-60.007500,-1.295000,511351033
6666
1,0.009150,-1.021201,0.021960,2.240000,-59.911251,-1.155000,511356201
2,-0.005063,-1.006866,0.024339,1.093750,-60.322498,-1.356250,511356697
3,-0.028060,-1.018883,-0.004026,1.321250,-60.383751,-1.216250,511357194
4,-0.023241,-1.004548,0.031903,0.638750,-59.605000,-1.487500,511357690
6666
1,0.011102,-1.026386,0.020130,2.187500,-59.500000,-1.207500,511362868
2,-0.004514,-1.014674,0.023790,0.997500,-59.937500,-1.575000,511363365
3,-0.023485,-1.025593,-0.004636,1.776250,-59.963749,-1.198750,511363865
4,-0.021350,-1.004487,0.043432,0.813750,-59.290001,-1.627500,511364362
6666
1,0.015677,-1.032303,0.021411,2.047500,-59.473751,-1.408750,511369535
2,0.004514,-1.012112,0.026230,0.743750,-59.806252,-1.566250,511370031
3,-0.029890,-1.027606,0.007930,1.653750,-59.867500,-1.172500,511370528
4,-0.000610,-1.011136,0.044164,1.023750,-59.237499,-1.758750,511371024
6666
1,0.012383,-1.028094,0.025803,2.117500,-59.403751,-1.303750,511376202
2,0.006466,-1.011624,0.027450,0.708750,-59.928749,-1.522500,511376703
3,-0.029036,-1.020774,0.014091,1.601250,-59.955002,-1.400000,511377199
4,0.005185,-1.011319,0.042639,0.551250,-59.316250,-1.452500,511377696
6666
1,0.015067,-1.026020,0.025864,2.196250,-59.727501,-1.216250,511382869
2,0.013298,-1.007781,0.030439,0.840000,-60.261250,-1.487500,511383365
3,-0.032269,-1.021994,0.020252,1.461250,-60.235001,-1.330000,511383861
4,0.021777,-1.002047,0.038857,0.446250,-59.753750,-1.216250,511384357
6666
1,0.019215,-1.022482,0.023058,2.065000,-60.401249,-1.120000,511389541
2,0.009455,-1.006256,0.027145,0.848750,-60.961250,-1.382500,511390037
3,-0.028243,-1.016748,0.030134,1.303750,-60.952499,-1.540000,511390533
4,0.024827,-1.003206,0.045384,0.673750,-60.436249,-1.233750,511391029
6666
1,0.005490,-1.018395,0.020557,2.038750,-61.066250,-1.093750,511396207
2,0.004148,-1.000583,0.020130,0.700000,-61.416248,-1.461250,511396703
3,-0.024949,-1.019493,0.013542,1.478750,-61.564999,-1.548750,511397200
4,0.009394,-1.001681,0.044286,0.420000,-60.856251,-1.251250,511397700
6666
1,0.013969,-1.025227,0.019398,1.898750,-61.363750,-1.216250,511402874
2,0.005429,-1.005036,0.024400,0.673750,-61.827499,-1.531250,511403370
3,-0.023546,-1.018883,0.014091,1.356250,-61.958752,-1.496250,511403867
4,0.007503,-1.005097,0.042700,0.673750,-61.258751,-1.592500,511404363
6666
1,0.003599,-1.026020,0.023241,1.863750,-61.459999,-1.426250,511409541
2,0.001464,-1.013393,0.021472,0.568750,-62.037498,-1.645000,511410037
3,-0.027877,-1.026996,-0.003355,1.540000,-62.028751,-1.470000,511410538
4,-0.017080,-1.016382,0.043127,0.665000,-61.346249,-1.715000,511411034
6666
1,0.017141,-1.028460,0.018849,2.047500,-61.346249,-1.435000,511416208
2,-0.001464,-1.011502,0.024339,0.770000,-61.713749,-1.583750,511416704
3,-0.018300,-1.033157,-0.003782,1.802500,-61.678749,-1.566250,511417201
4,-0.025681,-0.996801,0.036844,0.367500,-60.952499,-1.645000,511417697
6666
1,0.018239,-1.030839,0.018117,2.135000,-60.882500,-1.233750,511422875
2,-0.000610,-1.013393,0.023851,0.866250,-61.381248,-1.513750,511423376
3,-0.038857,-1.028460,-0.004453,1.513750,-61.293751,-1.251250,511423872
4,-0.018666,-1.005341,0.042700,0.691250,-60.689999,-1.610000,511424368
6666
1,0.016409,-1.028338,0.016287,2.161250,-60.506248,-1.225000,511429542
2,-0.004697,-1.011258,0.019398,1.006250,-60.961250,-1.382500,511430038
3,-0.015677,-1.016077,-0.000915,1.487500,-60.970001,-1.627500,511430535
4,-0.021411,-1.000095,0.041846,0.665000,-60.217499,-1.382500,511431031
6666
1,0.018178,-1.023702,0.016287,2.266250,-60.138748,-0.997500,511436214
2,0.002501,-1.009733,0.020374,1.076250,-60.523750,-1.426250,511436710
3,-0.015799,-1.014796,0.004209,1.417500,-60.602501,-1.330000,511437206
4,-0.013908,-0.996679,0.038369,0.778750,-59.771252,-1.207500,511437702
6666
1,0.009089,-1.019005,0.020496,2.170000,-59.946251,-1.137500,511442880
2,0.002623,-1.007415,0.025742,0.988750,-60.418751,-1.277500,511443376
3,-0.025132,-1.011502,0.008723,1.321250,-60.488750,-1.102500,511443872
4,-0.001342,-1.001803,0.043981,0.988750,-59.692501,-1.260000,511444373
6666
1,0.011224,-1.021018,0.023973,2.248750,-60.191250,-1.076250,511449547
2,0.001281,-1.000949,0.029341,0.953750,-60.637501,-1.391250,511450043
3,-0.025681,-1.028704,0.012505,1.417500,-60.672501,-1.251250,511450540
4,0.007625,-1.005341,0.040687,0.910000,-60.051250,-1.426250,511451036
6666
1,0.011224,-1.021994,0.027267,2.318750,-60.541248,-1.155000,511456214
2,0.007625,-1.006561,0.029036,0.988750,-60.978748,-1.461250,511456710
3,-0.027511,-1.014369,0.018422,1.557500,-60.987499,-1.251250,511457211
4,0.013237,-1.001986,0.043615,0.735000,-60.401249,-1.618750,511457707
6666
1,0.011834,-1.022360,0.023119,2.205000,-60.838749,-1.207500,511462881
2,0.011163,-1.007964,0.024949,1.023750,-61.407501,-1.461250,511463377
3,-0.024705,-1.020652,0.020130,1.680000,-61.451248,-1.268750,511463874
4,0.012322,-1.007537,0.046726,0.752500,-60.777500,-1.662500,511464369
6666
1,0.011102,-1.029375,0.021838,2.091250,-61.363750,-1.347500,511469548
2,0.008845,-1.012783,0.026047,0.708750,-61.705002,-1.557500,511470049
3,-0.029158,-1.023458,0.019886,1.671250,-61.915001,-1.321250,511470545
4,0.011773,-1.010221,0.043188,0.490000,-61.223751,-1.618750,511471041
6666
1,0.015860,-1.025898,0.018971,2.056250,-61.564999,-1.233750,511476215
2,0.004087,-1.011807,0.024705,0.883750,-62.002499,-1.408750,511476711
3,-0.026047,-1.022970,0.008540,1.487500,-62.107498,-1.417500,511477207
4,-0.006954,-1.009733,0.041480,0.603750,-61.407501,-1.347500,511477704
6666
1,0.016958,-1.029131,0.025254,1.995000,-61.564999,-1.198750,511482887
2,0.001159,-1.007537,0.024644,0.752500,-61.941250,-1.408750,511483383
3,-0.024888,-1.019676,0.002318,1.531250,-61.976250,-1.557500,511483879
4,-0.014030,-1.008330,0.043737,0.446250,-61.250000,-1.373750,511484375
6666
1,0.019093,-1.025044,0.023424,2.143750,-61.302502,-1.120000,511489549
2,0.003416,-1.009001,0.028426,0.796250,-61.775002,-1.417500,511490045
3,-0.028487,-1.024495,0.002928,1.365000,-61.845001,-1.470000,511490541
4,-0.013176,-0.998875,0.043127,0.507500,-61.057499,-1.321250,511491042
6666
1,0.009394,-1.020591,0.021960,2.152500,-60.978748,-1.102500,511496216
2,-0.005368,-1.002535,0.027084,0.770000,-61.311249,-1.391250,511496712
3,-0.026169,-1.018212,-0.006039,1.513750,-61.433750,-1.505000,511497209
4,-0.020984,-1.000034,0.043005,0.595000,-60.689999,-1.268750,511497705
6666
1,0.017751,-1.023702,0.017690,1.855000,-60.611252,-1.233750,511502883
2,0.002501,-1.007049,0.021228,0.787500,-60.952499,-1.531250,511503380
3,-0.017507,-1.018273,-0.003416,1.452500,-61.031250,-1.487500,511503881
4,-0.015311,-1.005463,0.040992,0.498750,-60.270000,-1.470000,511504377
6666
1,0.018117,-1.024556,0.019032,2.073750,-60.121250,-1.172500,511509550
2,-0.005246,-1.008025,0.020435,0.752500,-60.549999,-1.505000,511510046
3,-0.032940,-1.015162,0.000061,1.478750,-60.567501,-1.338750,511510543
4,-0.017263,-1.002108,0.041541,0.647500,-59.841251,-1.566250,511511039
6666
1,0.020191,-1.026447,0.022570,2.012500,-59.972500,-1.190000,511516217
2,0.001647,-1.004975,0.023851,0.717500,-60.392502,-1.435000,511516718
3,-0.023241,-1.016382,0.009638,1.645000,-60.392502,-1.426250,511517214
4,-0.008113,-1.008208,0.040321,0.665000,-59.692501,-1.487500,511517711
6666
1,0.017202,-1.028277,0.019032,2.038750,-60.025002,-1.120000,511522884
2,0.008906,-1.009794,0.021960,0.857500,-60.418751,-1.417500,511523380
3,-0.030683,-1.016260,0.018239,1.575000,-60.602501,-1.338750,511523876
4,0.019032,-1.004182,0.039162,0.603750,-59.753750,-1.426250,511524373
6666
1,0.008357,-1.028277,0.020374,2.143750,-60.436249,-1.207500,511529556
2,0.015738,-1.014918,0.024949,1.015000,-61.118752,-1.408750,511530052
3,-0.018971,-1.018639,0.029341,1.338750,-61.153751,-1.312500,511530548
4,0.023607,-1.009367,0.040382,0.866250,-60.445000,-1.260000,511531044
6666
1,0.016287,-1.016626,0.017202,2.336250,-61.136250,-1.242500,511536218
2,0.014701,-1.006317,0.019581,0.918750,-61.652500,-1.470000,511536714
3,-0.028731,-1.026264,0.026108,1.645000,-61.748749,-1.050000,511537211
4,0.020618,-1.007964,0.046238,0.735000,-61.066250,-1.198750,511537712
6666
1,0.003111,-1.025349,0.020801,2.161250,-61.853748,-1.120000,511542885
2,0.004453,-1.008086,0.023485,0.892500,-62.299999,-1.470000,511543381
3,-0.032940,-1.020225,0.020923,1.321250,-62.422501,-1.373750,511543877
4,0.018178,-1.005646,0.045323,0.735000,-61.775002,-1.417500,511544373
6666
1,0.018300,-1.020713,0.021838,2.065000,-62.474998,-1.470000,511549552
2,0.007991,-1.009733,0.028243,0.840000,-62.842499,-1.732500,511550048
3,-0.024095,-1.022482,0.013359,1.592500,-62.938751,-1.286250,511550549
4,0.010919,-1.006134,0.045811,0.831250,-62.168751,-1.618750,511551045
6666
1,0.015677,-1.023336,0.024278,2.135000,-62.553749,-1.452500,511556219
2,0.004148,-1.010038,0.026230,0.848750,-62.921249,-1.443750,511556715
3,-0.019337,-1.024800,0.001830,1.750000,-62.921249,-1.312500,511557211
4,-0.002867,-1.006317,0.045628,0.708750,-62.361252,-1.645000,511557708
6666
1,0.019703,-1.024678,0.022631,2.213750,-62.369999,-1.382500,511562886
2,0.002318,-1.010770,0.025376,0.945000,-62.746250,-1.610000,511563387
3,-0.035624,-1.022055,-0.005490,1.557500,-62.816250,-1.225000,511563883
4,-0.018727,-1.006866,0.045445,0.647500,-62.028751,-1.601250,511564379
6666
1,0.011102,-1.029802,0.021045,2.117500,-61.915001,-1.172500,511569553
2,-0.004026,-1.013027,0.024278,0.936250,-62.299999,-1.531250,511570049
3,-0.026657,-1.025105,0.002379,1.601250,-62.431252,-1.373750,511570546
4,-0.016897,-1.011136,0.043615,0.752500,-61.599998,-1.548750,511571042
6666
1,0.023973,-1.027362,0.020191,2.187500,-61.477501,-1.277500,511576225
2,0.008845,-1.013332,0.024400,0.945000,-61.880001,-1.461250,511576721
3,-0.027328,-1.024129,-0.001220,1.435000,-61.932499,-1.356250,511577217
4,-0.022204,-1.001193,0.043676,0.595000,-61.197498,-1.085000,511577714
6666
1,0.011895,-1.023031,0.022204,2.143750,-61.057499,-1.023750,511582887
2,0.004514,-1.011380,0.025193,0.778750,-61.398750,-1.347500,511583383
3,-0.028060,-1.016626,-0.006832,1.207500,-61.494999,-1.443750,511583880
4,-0.022997,-1.006622,0.043066,0.603750,-60.908749,-1.120000,511584381
6666
1,0.016470,-1.022848,0.025254,2.117500,-60.663750,-1.163750,511589554
2,-0.007991,-1.004243,0.027572,0.778750,-61.197498,-1.312500,511590050
3,-0.021533,-1.014247,0.000000,1.478750,-61.118752,-1.496250,511590546
4,-0.022204,-1.003206,0.042151,0.560000,-60.436249,-1.391250,511591042
6666
1,0.006283,-1.021750,0.025559,2.073750,-60.383751,-1.093750,511596221
2,-0.002196,-1.004060,0.029646,0.910000,-60.672501,-1.496250,511596717
3,-0.023302,-1.014735,-0.004331,1.452500,-60.786251,-1.496250,511597218
4,-0.018666,-1.002962,0.042273,0.507500,-60.051250,-1.478750,511597715
6666
1,0.015677,-1.019676,0.023485,1.933750,-60.007500,-1.408750,511602888
